run_id,threat_type,aggressor_site_id,defender_site_id,initial_threat_x,initial_threat_y,initial_threat_z,initial_threat_vx,initial_threat_vy,initial_threat_vz,radar_3s_x,radar_3s_y,radar_3s_z,radar_3s_vx,radar_3s_vy,radar_3s_vz,outcome,miss_distance_m,time_to_intercept_s,intercept_x,intercept_y,intercept_z
10,quasi_ballistic,3,2,45000.0,45000.0,0.0,1506.221908859747,-143.53783604362866,993.4641735215966,49518.6657265792,44569.386491868936,2990.2475205647925,1506.221908859747,-143.53783604362866,1000.0341735215982,HIT,0.07218116708177184,231.3470382096464,389044.8328640623,-10848.047027246452,32745.56546571738
11,supersonic_cruise,8,3,70000.0,60000.0,0.0,960.226853763613,-77.48052676799296,120.0,72880.68056129123,59767.55841969585,259.7611575195571,960.226853763613,-77.48052676799296,64.09553699217709,HIT,0.017885591251251182,266.049829313669,325468.18985029496,39386.31907119653,2749.5209279350556
12,high_ballistic,0,1,15000.0,-75000.0,0.0,2822.9208254872055,192.42333120181854,1577.3475320400921,23972.01688394147,-74388.4258599038,4422.469953296457,2990.672294647162,203.8580466987319,1459.4416510988156,HIT,0.0038822826871492155,167.732787850226,516633.8013321862,-40806.32182575532,111733.91673826671
13,quasi_ballistic,4,3,25000.0,85000.0,0.0,1510.2637148885624,-202.33876985315788,850.833018693089,29530.79114466571,84392.9836904403,2562.354056079269,1510.2637148885624,-202.33876985315788,857.4030186930905,HIT,0.017099585587853808,245.23695761437665,395151.0855740183,55761.69066909268,32625.163520832764
14,supersonic_cruise,6,2,65000.0,-15000.0,0.0,982.3312060100742,-23.14126579251778,120.0,67946.99361803039,-15069.42379737753,259.7611575195571,982.3312060100742,-23.14126579251778,64.09553699217709,HIT,0.014618866372758596,258.0953288617603,318535.0952355468,-20972.6526249413,1610.6535453629976
15,high_ballistic,2,2,10000.0,5000.0,0.0,3196.6439783175724,1.8959073780574884,1470.08426833348,20401.147661602517,5006.168848556681,4022.1393747544653,3467.049220534185,2.056282852230161,1325.9981249181517,HIT,0.019405702983932353,157.66612253335393,556636.2052448213,5324.206114802121,91773.6442151992
16,quasi_ballistic,0,0,15000.0,-75000.0,0.0,1598.4536598426675,85.44635570739607,1017.2185721413981,19795.360979527937,-74743.66093287739,3061.5107164241963,1598.4536598426675,85.44635570739607,1023.7885721413996,MISS,57.60185191252833,228.72565253143625,377054.7515288474,-26623.234523589515,36429.293934596615
17,supersonic_cruise,3,2,45000.0,45000.0,0.0,964.4794727433747,-48.213064442483876,120.0,47893.43841823022,44855.3608066724,259.7611575195571,964.4794727433747,-48.213064442483876,64.09553699217709,HIT,0.0010888004851856905,253.42348383286466,289421.74811339605,32781.67724067995,3435.518913717893
18,high_ballistic,8,4,70000.0,60000.0,0.0,2589.1847640706897,50.60782362997644,1593.8641457477072,77849.99335765751,60153.434812707565,4687.232106616931,2616.664452552559,51.14493756923457,1547.69570220564,HIT,0.003015503732520892,180.67596102194855,542768.3644354289,69240.66082362864,124830.85351513393
19,quasi_ballistic,0,0,15000.0,-75000.0,0.0,1652.0650104681933,3.195337168490328,1127.088098058566,19956.19503140461,-74990.41398849426,3391.1192941757004,1652.0650104681933,3.195337168490328,1133.6580980585675,HIT,0.010676427268091676,216.5744130763579,370899.1767310988,-89286.50041960673,37597.214978494514
20,supersonic_cruise,7,2,90000.0,20000.0,0.0,1169.9854882598431,56.19292029661579,120.0,93509.9564647791,20168.578760889795,259.7611575195571,1169.9854882598431,56.19292029661579,64.09553699217709,HIT,0.0009480174371673296,227.37068354460342,356020.4002447249,32776.62269621214,3856.022425495149
21,high_ballistic,1,2,30000.0,-35000.0,0.0,2819.2105253582768,139.2680146297894,1541.6466099735305,38425.945476294,-34583.761238365405,4598.1870982831,2808.648492097968,138.74625387819387,1518.0140327610297,HIT,0.004617144751071465,170.8892640156782,509967.873443644,-11289.754860624696,121200.17729346431
22,quasi_ballistic,4,3,25000.0,85000.0,0.0,1614.358785850365,-197.1397740470317,1058.0456071595731,29843.076357551035,84408.58067785914,3183.9918214787217,1614.358785850365,-197.1397740470317,1064.6156071595747,HIT,0.07797239151183329,223.5479670535663,383585.8969038918,35876.7828760297,33696.716451841785
23,supersonic_cruise,5,1,80000.0,-65000.0,0.0,1069.7986163835983,168.7759989743581,120.0,83209.3958491509,-64493.67200307708,259.7611575195571,1069.7986163835983,168.7759989743581,64.09553699217709,HIT,0.00844079132655316,237.58769869533566,334170.99097069365,-24900.898803227436,3884.4297059014425
24,high_ballistic,2,2,10000.0,5000.0,0.0,3458.8106492090333,158.2599530405188,1343.241515916624,19824.734964672967,5449.536633206644,4211.864214269999,3274.9116548909933,149.8455444022121,1389.2397380899965,HIT,0.006883285976782434,157.01361308815694,524205.7108632873,28527.789494738223,101826.15316739537
25,quasi_ballistic,8,2,70000.0,60000.0,0.0,1574.4888427735764,-153.93379536036412,988.7728770333592,74723.46652832115,59538.19861391894,2976.1736311000795,1574.4888427735764,-153.93379536036412,995.3428770333608,HIT,0.030124605839970474,218.2079731983305,407769.24567268306,-3816.138472691579,30509.763659099735
26,supersonic_cruise,1,2,30000.0,-35000.0,0.0,1093.6572463733119,134.10538843557688,120.0,33280.971739119996,-34597.68383469331,259.7611575195571,1093.6572463733119,134.10538843557688,64.09553699217709,HIT,0.034140473420297766,228.802918606321,280231.96872720984,-4316.295741200462,3210.1664821264267
27,high_ballistic,1,2,30000.0,-35000.0,0.0,3222.172654132707,349.12678383398304,1373.4711404067314,39323.944038364134,-33989.73799849409,4227.657810575377,3107.9813461213603,336.7540005020085,1394.504270191789,HIT,0.025121724571777106,162.00144089533885,533497.4543233081,19554.62934479177,101950.30535751817
